HomeName,City,State,Address,PhoneNumber,Website
Meltzer Personal Senior Services,Redondo Beach,CA,"Redondo Beach, CA 90278",(310) 200-9384,mpseniorservices.com
We Care Home Care,Los Angeles,CA,"10717 Wilshire Blvd Ste 305 Los Angeles, CA 90024",(310) 882-5310,wecarehomecare1.com
Senior's Avenue,Angelus Oaks,CA,"6138 Cedar Ave Angelus Oaks, CA 92305",(855) 900-1711,theseniorsavenue.com
Shining Star Home Care,Pasadena,CA,"1055 E Colorado Blvd Pasadena, CA 91106",(626) 510-0112,shiningstarhc.com
Premier Senior Care,Irvine,CA,"2372 Morse Ave Ste 237 Irvine, CA 92614",(800) 848-8214,premierseniorcareonline.com
Essential Care,Huntington Beach,CA,"18685 Main St Unit 101 Huntington Beach, CA 92648",(949) 423-6246,myessentialcare.com
Infinite Hospice Care,Encino,CA,"16200 Ventura Blvd Ste 211 Encino, CA 91436",(818) 782-2516,infinitehospicecare.com
Care For Life Health & Palliative Care,Downey,CA,"8050 Florence Ave Ste 103 Downey, CA 90240",(562) 927-2320,care4lifehospice.com
Silver Crown Home Care,Newbury Park,CA,"1323 Newbury Rd Ste 203 Newbury Park, CA 91320",(805) 496-9200,silvercrownhomecare.com
A Helping Hand,Hawthorne,CA,"4848 134th Pl Hawthorne, CA 90250",(310) 489-2764,SueHelpingHandsforseniors.com
Artesia Christian Home,Artesia,CA,"11614 183rd St Artesia, CA 90701",(562) 239-2588,achome.org
Palmcrest Grand Retirement,Long Beach,CA,"3503 Cedar Ave Long Beach, CA 90807",(562) 595-4551,palmcrestgrandretirement.com
Young at Heart Senior Placement,Brea,CA,"580 E Lambert Rd Brea, CA 92821",(800) 536-8957,youngatheartseniorplacement.co…
Transitional Care Services,Anaheim,CA,"3146 Ball Rd Anaheim, CA 92804",(808) 498-6865,tcscali.com
Empire Hospice Care,Sherman Oaks,CA,"13701 Riverside Dr Ste 512 Sherman Oaks, CA 91423",(323) 522-6023,empirehospicecare.com
Faith & Hope Hospice and Palliative Care,Pasadena,CA,"1575 N Lake Ave Ste 208 Pasadena, CA 91104",(818) 748-9889,faithandhopehospice.com
Ameri CareHelper,Huntington Beach,CA,"Huntington Beach, CA 92647",(714) 999-7196,americarehelper.com
Tricord Senior Care Services,La Habra,CA,"La Habra, CA 90631",(714) 425-0445,tricordseniorcare.com
Visiting Angels,Long Beach,CA,"4500 E Pacific Coast Hwy Ste 120 Long Beach, CA 90804",(562) 225-8106,visitingangels.com
Artesia Christian Home,Artesia,CA,"11614 183rd St Artesia, CA 90701",(562) 239-2588,achome.org
Palmcrest Grand Retirement,Long Beach,CA,"3503 Cedar Ave Long Beach, CA 90807",(562) 595-4551,palmcrestgrandretirement.com
Libertana Care Partners,Los Angeles,CA,"5805 Sepulveda Blvd Ste 605 Los Angeles, CA 91411",(818) 902-5000,libertana.com
It Takes a Village,Huntington Beach,CA,"Huntington Beach, CA 92647",(805) 698-2852,ittakesavillageseniorcare.com
The Senior Care Company,Los Angeles,CA,"Los Angeles, CA 90045",(310) 300-1962,theseniorcarecompany.com
Alliance Eldercare Senior Placement Service,Tustin,CA,"Tustin, CA 92780",(866) 936-4241,allianceeldercare.com
Assistance In Home Care,Garden Grove,CA,"12832 Valley View St Ste 211 Garden Grove, CA 92845",(844) 490-9755,assistanceihc.com
Royalwood Care Center,Torrance,CA,"22520 Maple Ave Torrance, CA 90505",(310) 326-9131,genesishcc.com/royalwood
Excell Home Care,Paramount,CA,"14023 Paramount Blvd Paramount, CA 90723",(562) 988-3370,excellhomecare.com
Dignity HomeCare Solutions,Los Alamitos,CA,"3535 Farquhar Ave Ste 16 Los Alamitos, CA 90702",(562) 278-2461,dignityhomecaresolutions.com
Emerald Isle Assisted,Rancho Palos Verdes,CA,"6607 El Rodeo Rd Rancho Palos Verdes, CA 90275",(310) 541-2260,
Always Best Care Senior Services,Torrance,CA,"370 S Crenshaw Blvd Ste E-106 Torrance, CA 90503",(310) 792-8666,alwaysbestcare.com/ca/torrance
A Better Care For You,Torrance,CA,"22521 Redbeam Ave Torrance, CA 90505",(310) 500-7223,abettercareforyou.com
Senior Transitions of Southern California,Laguna Niguel,CA,"Laguna Niguel, CA 92677",(714) 349-7688,seniortransitionsofsoutherncal…
Westchester Villa Assisted Living Community,Inglewood,CA,"220 W Manchester Blvd Inglewood, CA 90301",(310) 673-1093,westchestervilla.com
Home Care Assistance,Rolling Hills Estates,CA,"19 Peninsula Ctr Rolling Hills Estates, CA 90274",(310) 876-8314,homecareassistance.com
Visiting Angels,San Pedro,CA,"870 W 9th St Ste 201 San Pedro, CA 90731",(424) 287-2092,visitingangels.com/sanpedro/ho…
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
The Passaro Group- Assisted Living Specialists,Santa Monica,CA,"3435 Ocean Park Blvd Ste 107 Santa Monica, CA 90405",(310) 428-8221,thepassarogroup.com
Wellpath Partners,Long Beach,CA,"3580 E Pacific Coast Hwy Ste 10 Long Beach, CA 90804",(562) 433-1432,wellpathpartners.com
Clearwater at South Bay,Torrance,CA,"3210 Sepulveda Blvd Torrance, CA 90505",(800) 910-2934,clearwaterliving.com/senior-li…
Pacific Sunrise Home,Rancho Palos Verdes,CA,"28122 Lomo Dr Rancho Palos Verdes, CA 90275",(310) 500-7223,pacificsunrisehomes.com
Merrill Gardens at Huntington Beach,Huntington Beach,CA,"17200 Goldenwest St Huntington Beach, CA 92647",(714) 905-5516,merrillgardens.com
Villa Sorrento,Torrance,CA,"23450 Madison St Torrance, CA 90505",(310) 539-6826,villasorrentoretirement.com
The Canterbury,Rancho Palos Verdes,CA,"5801 Crestridge Rd Rancho Palos Verdes, CA 90275",(877) 582-0153,thecanterbury.org/index.php
Caring House,Torrance,CA,"2842 El Dorado St Torrance, CA 90503",(310) 796-6625,yourcaringhouse.org
Emerald Isle Assisted Living,Rancho Palos Verdes,CA,"28016 Calzada Dr Rancho Palos Verdes, CA 90275",(310) 547-5677,emeraldisleassistedliving.com/…
South Bay Senior Living,Torrance,CA,"22711 S Vermont Ave Torrance, CA 90502",(310) 320-3318,southbaysl.com
Harbor Terrace Retirement Community,San Pedro,CA,"435 W 8th St San Pedro, CA 90731",(310) 547-0090,HarborTerraceRetirement.com
Valley View Gardens,Garden Grove,CA,"11848 Valley View St Garden Grove, CA 92845",(714) 855-1037,seniorlifestyle.com
Amber’s In-Home Care,Grover Beach,CA,"1354 Trouville Ave Grover Beach, CA 93433",(805) 295-8694,ambersinhomecare.com
The Groves of Tustin,Tustin,CA,"1262 Bryan Ave Tustin, CA 92780",(714) 730-5009,grovesoftustin.com
Walnut Village Retirement Community,Anaheim,CA,"891 S Walnut St Anaheim, CA 92802",(714) 507-7005,walnutvillage.org
Crystal Cove Care,Fountain Valley,CA,"18600 Los Leones Fountain Valley, CA 92708",(714) 988-0100,
Citrus Hills Senior Living,Orange,CA,"142 S Prospect St Orange, CA 92869",(714) 639-3590,citrushillsassistedliving.com
Agape Home Care,Irvine,CA,"4850 Barranca Pkwy Ste 203 Irvine, CA 92604",(949) 690-9990,theagapecare.com
Atria Golden Creek,Irvine,CA,"33 Creek Rd Irvine, CA 92604",(949) 313-7316,atriagoldencreek.com
The Hills Post Acute,Santa Ana,CA,"1800 Old Tustin Ave Santa Ana, CA 92705",(714) 835-4900,genesishcc.com
Brookdale Brookhurst,Westminster,CA,"15302 Brookhurst Street Westminster, CA 92683",(714) 653-9600,emeritus.com
Floral Park Assisted Living,Santa Ana,CA,"2606 Olive Ln Santa Ana, CA 92706",(714) 856-5758,
4Ever Young Living,Irvine,CA,"2415 Campus Dr Ste 140 Irvine, CA 92612",(800) 514-3736,4everyoungliving.com
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
Artesia Christian Home,Artesia,CA,"11614 183rd St Artesia, CA 90701",(562) 239-2588,achome.org
Care Partners Homecare,Costa Mesa,CA,"150 Paularino Costa Mesa, CA 92626",(888) 336-4820,carepartners.us
Atria Woodbridge,Irvine,CA,"One Witherspoon Irvine, CA 92604",(508) 444-0340,atriawoodbridge.com
Rowntree Gardens Senior Living,Stanton,CA,"12151 Dale Ave Stanton, CA 90680",(714) 530-9100,rowntreegardens.org
Quezon Home Care Villa,Garden Grove,CA,"12631 Loraleen St Garden Grove, CA 92841",(714) 583-8182,quezonhomecarevilla.com
ManorCare Health Services-Fountain Valley,Fountain Valley,CA,"11680 Warner Ave Fountain Valley, CA 92708",(714) 241-9800,manorcare.com/FountainValley
Seaside Terrace Retirement,Fountain Valley,CA,"9925 La Alameda Ave Fountain Valley, CA 92708",(714) 962-5531,
Arbor View,Mission Viejo,CA,"26881 La Sierra Dr Mission Viejo, CA 92691",(949) 295-9191,traditionofcaring.com
Artesia Christian Home,Artesia,CA,"11614 183rd St Artesia, CA 90701",(562) 239-2588,achome.org
Sunflower Gardens,Santa Ana,CA,"3730 S Greenville Ave Santa Ana, CA 92704",(714) 598-3587,seniorlifestyle.com
St. Edna Sub-Acute and Rehabilitation Center,Santa Ana,CA,"1929 North Fairview St Santa Ana, CA 92706",(714) 554-9700,covenantcare.com
Senior Transitions of Southern California,Laguna Niguel,CA,"Laguna Niguel, CA 92677",(714) 349-7688,seniortransitionsofsoutherncal…
Park Plaza,Orange,CA,"620 S Glassell St Orange, CA 92866",(714) 997-5355,kiscoseniorliving.com
Pacifica Senior Living South Coast,Costa Mesa,CA,"2619 Orange Ave Costa Mesa, CA 92627",(949) 274-7075,pacificaseniorliving.com
Sunrise at Tustin,Santa Ana,CA,"12291 Newport Avenue Santa Ana, CA 92705",(714) 544-5959,sunriseseniorliving.com
American Senior Home Finders,Tustin,CA,"13217 Jamboree Rd Ste 132 Tustin, CA 92782",(949) 278-0155,americanseniorhomefinders.com
Town & Country Manor,Santa Ana,CA,"555 E Memory Ln Santa Ana, CA 92706",(714) 547-7581,tcmanor.com
MainPlace Senior Living,Orange,CA,"1800 W Culver Ave Orange, CA 92868",(714) 978-2534,mainplaceseniorliving.com
Bubbe & Zayde's place,Santa Ana,CA,"1529 E 20th St Santa Ana, CA 92705",(714) 543-3937,
Guardian Angels Homes,Santa Ana,CA,"18232 E Santa Clara Ave Santa Ana, CA 92705",(714) 269-7307,GuardianAngelsHomes.com
Forever Young Memory Care,Santa Ana,CA,"12792 Dean St Santa Ana, CA 92705",(714) 420-2210,foreveryoungmc.com
Merrill Gardens at Huntington Beach,Huntington Beach,CA,"17200 Goldenwest St Huntington Beach, CA 92647",(714) 905-5516,merrillgardens.com
Christian Love Home Care,Paso Robles,CA,"801 Pine St Paso Robles, CA 93446",(805) 238-3500,christianlovehomecare.com
San Luis Obispo Caregivers,Templeton,CA,"Templeton, CA 93465",(805) 748-2614,slocaregivers.com
Cherish House,Cambria,CA,"1155 Warren Rd Cambria, CA 93428",(805) 927-1051,cherishcarecambria.com
Sunflower Gardens,Santa Ana,CA,"3730 S Greenville Ave Santa Ana, CA 92704",(714) 598-3587,seniorlifestyle.com
The Senior Care Company,Los Angeles,CA,"Los Angeles, CA 90045",(310) 300-1962,theseniorcarecompany.com
Kimberly's Elder Kare,San Jose,CA,"2770 Moorpark Ave San Jose, CA 95117",(408) 483-2433,
Pruneridge Residential Care Home,Santa Clara,CA,"3030 Pruneridge Ave Santa Clara, CA 95051",,
Rose Garden Court,San Jose,CA,"958 Vermont St San Jose, CA 95126",(408) 247-0815,
1 Plus 1 Cares,Santa Clara,CA,"990 Linden Dr Ste 201 Santa Clara, CA 95050",(408) 298-0663,1plus1cares.com
Sunrise of Sunnyvale,Sunnyvale,CA,"633 S. Knickerbocker Drive Sunnyvale, CA 94087",(408) 749-8600,sunriseseniorliving.com
New Home Senior Placement Assistance,Campbell,CA,"45 North 1st St Ste E Campbell, CA 95008",(408) 802-0215,newhomesenior.com
Atria Sunnyvale,Sunnyvale,CA,"175 E Remington Dr Sunnyvale, CA 94087",(408) 512-3188,atriasunnyvale.com
Merrill Gardens at Willow Glen,San Jose,CA,"1420 Curci Dr San Jose, CA 95126",(669) 770-8126,merrillgardens.com
Hopkins Manor,Redwood City,CA,"1235 Hopkins Ave Redwood City, CA 94062",(650) 368-5656,HMjustlikefamily.com
Gordon Manor,Redwood City,CA,"1616 Gordon St Redwood City, CA 94061",(650) 562-0555,justlikefamily.com
Concepts For Living,Woodland Hills,CA,"Woodland Hills, CA 91367",(800) 414-4242,conceptsforliving.com
California Senior Care,Santa Clara,CA,"2454 Alvarado Dr Santa Clara, CA 95051",(408) 241-6988,calseniorcare.com
Sunny View Bay Area Retirement Community,Cupertino,CA,"22445 Cupertino Rd Cupertino, CA 95014",(408) 454-5600,sunny-view.org
Belmont Village Senior Living,San Jose,CA,"500 S Winchester Blvd San Jose, CA 92128",(408) 984-4767,belmontvillage.com
Caring Hearts,San Jose,CA,"3065 Van Sansul Ave San Jose, CA 95128",(408) 586-8144,CaringHeartsInc.com
At Home Senior Living,Sunnyvale,CA,"819 Gail Ave Sunnyvale, CA 94086",(408) 219-2133,
Oakmont of San Jose,San Jose,CA,"917 Thornton Way San Jose, CA 95128",(408) 916-1202,
Campbell Village,Campbell,CA,"290 N San Tomas Aquino Rd Campbell, CA 95008",(408) 378-2535,
Hopkins Manor,Redwood City,CA,"1235 Hopkins Ave Redwood City, CA 94062",(650) 368-5656,HMjustlikefamily.com
Gordon Manor,Redwood City,CA,"1616 Gordon St Redwood City, CA 94061",(650) 562-0555,justlikefamily.com
1Heart Caregiver Services,Santa Barbara,CA,"7 W Figueroa St Ste 300 Santa Barbara, CA 93101",(805) 437-4828,1heartcares.com
GranVida Senior Living Memory Care,Carpinteria,CA,"5464 Carpinteria Ave Carpinteria, CA 93013",(805) 566-0017,GranVidaSeniorLiving.com
Vista Del Monte Retirement Community,Santa Barbara,CA,"3775 Modoc Rd Santa Barbara, CA 93105",(805) 687-0793,vistadelmonte.org
Abundant Care,Santa Barbara,CA,"5506 Somerset Dr Santa Barbara, CA 93111",(805) 681-1937,
Covenant Living at the Samarkand,Santa Barbara,CA,"2550 Treasure Dr Santa Barbara, CA 93105",(805) 319-4376,covlivingsamarkand.org
Senior Living Consultants,Santa Barbara,CA,"18 W Micheltorena St Ste C Santa Barbara, CA 93101",(805) 963-6045,sbseniorlivingconsultants.com
Samarkand Skilled Nursing Facility,Santa Barbara,CA,"2566 Treasure Dr Santa Barbara, CA 93105",(805) 687-0701,covlivingsamarkand.org/?CMM=go…
Heritage House,Santa Barbara,CA,"5200 Hollister Ave Santa Barbara, CA 93111",(805) 967-2661,heritagehousesb.com
Mariposa at Ellwood Shores,Goleta,CA,"190 Viajero Ave Goleta, CA 93117",(805) 845-4921,westmontliving.com/senior-livi…
Villa Riviera Assisted Living,Santa Barbara,CA,"1621 Grand Ave Santa Barbara, CA 93103",(805) 568-5840,cottagehealth.org/assisted-liv…
The Westmont,Santa Clara,CA,"1675 Scott Blvd Santa Clara, CA 95050",(408) 617-5695,holidaytouch.com
Sunnyside Gardens,Sunnyvale,CA,"1025 Carson Dr Sunnyvale, CA 94086",(408) 730-4070,ssgal.com
Villa Fontana,San Jose,CA,"5555 Prospect Rd San Jose, CA 95129",(408) 255-5555,
Bellerose Senior Living,San Jose,CA,"100 Bellerose Dr San Jose, CA 95128",(888) 324-6520,triadacc.com
Somerset Senior Living,San Jose,CA,"1050 Saint Elizabeth Dr San Jose, CA 95126",(408) 888-9308,somersetseniorliving.com
Madera Villa Residential Care,Sunnyvale,CA,"1052 W Iowa Ave Sunnyvale, CA 94086",(408) 739-7368,
Belmont Village Senior Living,Sunnyvale,CA,"1039 E El Camino Real Sunnyvale, CA 94087",(408) 720-8498,belmontvillage.com
Noor Active Living Center,Santa Clara,CA,"1818 Scott Blvd Santa Clara, CA 95050",(408) 380-4036,nooractiveliving.org
Campbell Village,Campbell,CA,"290 N San Tomas Aquino Rd Campbell, CA 95008",(408) 378-2535,
Hopkins Manor,Redwood City,CA,"1235 Hopkins Ave Redwood City, CA 94062",(650) 368-5656,HMjustlikefamily.com
Gordon Manor,Redwood City,CA,"1616 Gordon St Redwood City, CA 94061",(650) 562-0555,justlikefamily.com
Villa Santa Barbara,Santa Barbara,CA,"227 E Anapamu St Santa Barbara, CA 93101",(877) 931-4369,capitalsenior.com
Assisted Home Health & Hospice,Santa Barbara,CA,"302 N Milpas St Ste 101 Santa Barbara, CA 93103",(805) 569-2000,assistedcares.com/areas-we-ser…
Mission Terrace,Santa Barbara,CA,"623 W Junipero St Santa Barbara, CA 93105",(805) 682-7443,missionterracesb.com
Maravilla,Santa Barbara,CA,"5486 Calle Real Santa Barbara, CA 93111",(805) 978-5333,srgseniorliving.com
Valle Verde,Santa Barbara,CA,"900 Calle De Los Amigos Santa Barbara, CA 93105",(805) 883-4000,humangood.org/valle-verde
Wood Glen Hall,Santa Barbara,CA,"3010 Foothill Rd Santa Barbara, CA 93105",(805) 687-7771,woodglenhall.org
Guiding Light Support Services,Walnut Creek,CA,"Walnut Creek, CA 94598",(925) 783-7624,guidinglightss.com
Beverly Hills Carmel,Los Angeles,CA,"8750 Burton Way Los Angeles, CA 90048",(310) 278-9720,beverlyhillscarmel.com
Serenity Care Health Assisted Living,Los Angeles,CA,"3425 McLaughlin Ave Los Angeles, CA 90066",(844) 478-2234,serenitycarehealth.com
Fountainview at Gonda Westside,Playa Vista,CA,"12490 West Fielding Cir Playa Vista, CA 90066",(424) 216-7788,fountainviewgonda.com
Concise Care Group,Los Angeles,CA,"10401 Venice Blvd Ste 425 Los Angeles, CA 90034",(323) 529-3269,concisecares.com
Visiting Angels,Santa Monica,CA,"401 Wilshire Blvd Fl 12, Ste 60 Santa Monica, CA 90401",(310) 857-9377,visitingangels.com
Dynamic In-Home Care,Sherman Oaks,CA,"14260 Ventura Blvd Ste 300 & 301 Sherman Oaks, CA 91423",(818) 981-4446,dynamicnursing.com
Belmont Village Senior Living - Westwood,Los Angeles,CA,"10475 Wilshire Blvd Los Angeles, CA 90024",(310) 475-7501,belmontvillage.com
New Vista Post Acute Care,Los Angeles,CA,"1516 Sawtelle Blvd Los Angeles, CA 90025",(310) 477-5501,
Atria Park of Pacific Palisades,Pacific Palisades,CA,"15441 W Sunset Blvd Pacific Palisades, CA 90272",(747) 233-4865,atriaseniorliving.com
Clarendon Senior Living,Woodland Hills,CA,"5952 Kentland Ave Woodland Hills, CA 91367",(844) 275-8326,clarendonsl.com
Imperium Senior Living,Tarzana,CA,"5236 Otis Ave Tarzana, CA 91356",(818) 237-3677,imperiumseniorliving.com
A Caring Touch Board and Care II,Santa Monica,CA,"2108 Oak St Santa Monica, CA 90405",(510) 384-3431,longevityboardandcare.com
Westchester Villa Assisted Living Community,Inglewood,CA,"220 W Manchester Blvd Inglewood, CA 90301",(310) 673-1093,westchestervilla.com
Total Senior,Tarzana,CA,"18458 1/2 Clark St Tarzana, CA 91356",(818) 570-1087,totalsenior.com
Assisted Living Connections,Thousand Oaks,CA,"Thousand Oaks, CA 91362",(888) 880-1811,assistedlivingconnections.com
Santa Monica Healthcare Center,Santa Monica,CA,"1320 20th St Santa Monica, CA 90404",(310) 829-4301,marinerhealthcare.com
Charnock Residential Home,Los Angeles,CA,"11172 Charnock Rd Los Angeles, CA 90034",(310) 991-8120,charnockresidential.com
Sunrise of Beverly Hills,Beverly Hills,CA,"201 North Crescent Drive Beverly Hills, CA 90210",(310) 274-4479,sunriseseniorliving.com
Elderlink,Santa Monica,CA,"Santa Monica, CA 90409",(800) 613-5772,elderlink.org/assisted-living
Westwood Plaza Retirement & Assisted Living,Los Angeles,CA,"2228 Westwood Blvd Los Angeles, CA 90064",(310) 475-8861,westwoodplaza.com
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
My Mothers Place Mar Vista,Los Angeles,CA,"11827 Rose Ave Los Angeles, CA 90066",(310) 707-7768,mymotherplacemarvista.com
A Paradise in the Valley,Northridge,CA,"7754 Texhoma Ave Northridge, CA 91325",(818) 698-2902,paradiseinthevalley.com
Assisted Living Locators,Beverly Hills,CA,"Beverly Hills, CA 90210",(310) 853-8282,assistedlivinglocatorsla.com
Going Going Gone,San Francisco,CA,"Peninsula Ave San Francisco, CA 94134",(650) 455-8449,GGGOrganizing.com
Oasis Senior Advisors Silicon Valley,Los Altos,CA,"Los Altos, CA 94024",(650) 933-3336,siliconvalley.oasissenioradvis…
Visiting Angels,Scotts Valley,CA,"5274 Scotts Valley Dr Ste 102 Scotts Valley, CA 95066",(831) 703-8974,visitingangels.com/CentralCoas…
Assisted Living Locators,Beverly Hills,CA,"Beverly Hills, CA 90210",(310) 853-8282,assistedlivinglocatorsla.com
Berkley West Healthcare Center,Santa Monica,CA,"1623 Arizona Ave Santa Monica, CA 90404",(310) 829-4565,berkleywest.com
Sunrise Villa Culver City,Los Angeles,CA,"4061 Grandview Blvd Los Angeles, CA 90066",(310) 390-0565,sunriseseniorliving.com
Santa Monica Home & Care,Santa Monica,CA,"912 10th St Santa Monica, CA 90403",(310) 576-0044,santamonicahomeandcare.com
Brookdale Santa Monica,Santa Monica,CA,"2107 Ocean Ave Santa Monica, CA 90405",(844) 729-6941,brookdaleliving.com
Sunrise of Santa Monica,Santa Monica,CA,"1312 15th Street Santa Monica, CA 90404",(310) 899-1976,sunriseseniorliving.com
Meridian at Ocean Villa,Santa Monica,CA,"413 Ocean Avenue Santa Monica, CA 90402",(310) 393-0242,meridiansenior.com/community/m…
Imperium Senior Living,Tarzana,CA,"5236 Otis Ave Tarzana, CA 91356",(818) 237-3677,imperiumseniorliving.com
Alexandria Victoria,Santa Cruz,CA,"226 Morrissey Blvd Santa Cruz, CA 95062",(831) 429-9137,
Montecito Manor,Watsonville,CA,"311 Montecito Ave Watsonville, CA 95076",(831) 724-3055,montecitomanor.com
Soquel Leisure Villa,Soquel,CA,"4101 Fairway Dr Soquel, CA 95073",(831) 440-8746,soquelleisurevilla.com
Santa Cruz Supported Living,Santa Cruz,CA,"1414 Soquel Ave Ste 214 Santa Cruz, CA 95062",(831) 332-6529,scsls.com
Sunshine Villa Senior Living,Santa Cruz,CA,"80 Front St Santa Cruz, CA 95060",(831) 459-8400,sunshinevillaseniorliving.com
Valley Haven,Santa Cruz,CA,"2266 Chanticleer Ave Santa Cruz, CA 95062",(831) 818-8372,valleyhavencare.com
Montecito Manor,Watsonville,CA,"311 Montecito Ave Watsonville, CA 95076",(831) 724-3055,montecitomanor.com
Belmont Village Senior Living,Thousand Oaks,CA,"3680 N Moorpark Rd Thousand Oaks, CA 91360",(805) 496-9301,belmontvillage.com
AvantGarde Senior Living & Memory Care,Tarzana,CA,"5645 Lindley Ave Tarzana, CA 91356",(818) 881-0055,avantgardeseniorliving.com
Visiting Angels,Simi Valley,CA,"1176 Roadrunner Way Unit B Simi Valley, CA 93065",(805) 261-2500,visitingangels.com
Angels II - Angels on Tracy,Simi Valley,CA,"2375 McDonald St Simi Valley, CA 93065",(805) 404-5201,angelsontracy.com
Atria - Santa Clarita,Santa Clarita,CA,"24431 Lyons Ave Santa Clarita, CA 91321",(661) 383-1475,atriaseniorliving.com
Sunrise of Westlake Village,Westlake Village,CA,"3101 Townsgate Road Westlake Village, CA 91361",(805) 557-1100,sunriseseniorliving.com
Oakmont of Santa Clarita,Santa Clarita,CA,"28650 Newhall Ranch Rd Santa Clarita, CA 91355",(661) 347-0051,oakmontofsantaclarita.com
Angels III - Angels on Tracy,Simi Valley,CA,"3216 Yardley Pl Simi Valley, CA 93063",(805) 404-5201,angelsontracy.com
Windsor Terrace Healthcare Center,Van Nuys,CA,"7447 Sepulveda Blvd Van Nuys, CA 91405",(818) 787-3400,windsorcares.com
Exceptional Senior Placement Services,Lafayette,CA,"Lafayette, CA 94549",(510) 910-0344,eseniorplacement.com
Home Care Assistance,Santa Rosa,CA,"170 Farmers Ln Ste 11 Santa Rosa, CA 95405",(707) 306-4949,homecareassistancesonomacounty…
Senior Care Authority,Petaluma,CA,"755 Baywood Dr Ste 200 Petaluma, CA 94954",(707) 939-8744,seniorcareauthority.com
Brush Creek Senior Living,Sonoma,CA,"91 Napa Rd Sonoma, CA 95476",(707) 939-1500,sunriseseniorliving.com/commun…
The Berkshire,Napa,CA,"2300 Brown St Napa, CA 94558",(707) 666-0241,berkshireassistedliving.com
Hillcrest Royale Retirement Living,Thousand Oaks,CA,"190 E Hillcrest Dr Thousand Oaks, CA 91360",(805) 371-0035,hillcrestroyale.com
Embracing Seniors - Angels on Tracy,Simi Valley,CA,"729 N Muirfield Ave Simi Valley, CA 93065",(805) 624-0029,angelsontracy.com
Atria Tarzana,Los Angeles,CA,"5325 Etiwanda Ave Los Angeles, CA 91356",(818) 578-4820,atriaseniorliving.com/atria-ta…
Sky Light Residential Care,Chatsworth,CA,"19856 Mayall St Chatsworth, CA 91311",(818) 945-8301,skylightresidentialcare.com
Sunrise at Wood Ranch,Simi Valley,CA,"190 Tierra Rejada Road Simi Valley, CA 93065",(805) 584-8881,sunriseseniorliving.com
Foothills at Simi Valley,Simi Valley,CA,"5300 E Los Angeles Ave Simi Valley, CA 93063",(805) 706-8702,srgseniorliving.com/communitie…
Bradley House,Simi Valley,CA,"4031 Apricot Rd Simi Valley, CA 93063",(805) 404-6516,
Windsor Terrace Healthcare Center,Van Nuys,CA,"7447 Sepulveda Blvd Van Nuys, CA 91405",(818) 787-3400,windsorcares.com
Clarendon Senior Living,Woodland Hills,CA,"5952 Kentland Ave Woodland Hills, CA 91367",(844) 275-8326,clarendonsl.com
A Paradise in the Valley,Northridge,CA,"7754 Texhoma Ave Northridge, CA 91325",(818) 698-2902,paradiseinthevalley.com
Marianne's Senior Placement Services,Redding,CA,"Redding, CA 96049",(530) 222-2250,mariannesseniorplacement.com
Oakmont of San Jose,San Jose,CA,"917 Thornton Way San Jose, CA 95128",(408) 916-1202,
Sunny View Bay Area Retirement Community,Cupertino,CA,"22445 Cupertino Rd Cupertino, CA 95014",(408) 454-5600,sunny-view.org
Canyon House & Crescent Villa,Sunnyvale,CA,"147 Crescent Ave Sunnyvale, CA 94087",(408) 730-4004,
ManorCare Health Services-Sunnyvale,Sunnyvale,CA,"1150 Tilton Dr Sunnyvale, CA 94087",(408) 735-7200,manorcare.com/Sunnyvale
Villa Fontana,San Jose,CA,"5555 Prospect Rd San Jose, CA 95129",(408) 255-5555,
CarePatrol of San Jose,Saratoga,CA,"19630 Allendale Ave Ste 2582 Saratoga, CA 95070",(408) 489-3978,sanjose.carepatrol.com
Merrill Gardens at Campbell,Campbell,CA,"2115 S Winchester Blvd Campbell, CA 95008",(669) 777-5530,merrillgardens.com
Palo Alto Commons,Palo Alto,CA,"4075 El Camino Way Palo Alto, CA 94306",(650) 494-0760,paloaltoseniorcommunityliving.…
Willie Care Home,Sunnyvale,CA,"1194 South Mary Ave Sunnyvale, CA 94087",(408) 749-0823,williecarehome.com
Bridgepoint At Los Altos,Los Altos,CA,"1174 Los Altos Ave Los Altos, CA 94022",(650) 948-7337,kiscoseniorliving.com
Atria Sunnyvale,Sunnyvale,CA,"175 E Remington Dr Sunnyvale, CA 94087",(408) 512-3188,atriasunnyvale.com
Sunrise of Sunnyvale,Sunnyvale,CA,"633 S. Knickerbocker Drive Sunnyvale, CA 94087",(408) 749-8600,sunriseseniorliving.com
At Home Senior Living,Sunnyvale,CA,"819 Gail Ave Sunnyvale, CA 94086",(408) 219-2133,
Belmont Village Senior Living,Sunnyvale,CA,"1039 E El Camino Real Sunnyvale, CA 94087",(408) 720-8498,belmontvillage.com
Pacific Gardens Assisted Living,Santa Clara,CA,"2384 Pacific Dr Santa Clara, CA 95051",(408) 985-5252,pacificgardens.org
